Wall time,Step,Value
1602312987.768942,5999,343.590087890625
1602312995.743532,6999,276.0810546875
1602313020.715933,10999,420.63427734375
1602313024.3948677,11999,354.05023193359375
1602313036.6005852,13999,387.33209228515625
1602313044.86963,14999,393.9808654785156
1602313048.349934,15999,319.5618896484375
1602313058.520891,17999,353.9833984375
1602313065.7142882,18999,299.8426818847656
1602313068.7283428,19999,449.0186767578125
1602313075.903015,20999,396.9584045410156
1602313096.1596372,24999,419.8521728515625
1602313140.5505757,33999,401.0666809082031
1602313147.8781943,34999,329.67108154296875
1602313158.195121,36999,363.7378845214844
1602313171.6758318,39999,276.88275146484375
1602313179.3310273,40999,325.8503112792969
1602313185.4086018,42999,377.6111145019531
1602313195.396032,44999,392.9530334472656
1602313202.46665,45999,303.9822692871094
1602313212.4676793,47999,295.7813415527344
1602313222.4120295,49999,369.6336669921875
1602313225.364879,50999,413.95654296875
1602313242.4156544,53999,369.8536071777344
1602313245.3263075,54999,292.2108459472656
1602313252.3522713,55999,331.0624694824219
1602313255.2592337,56999,336.1044921875
1602313262.3494897,57999,365.0413513183594
1602313275.3531556,60999,334.989990234375
1602313282.3991618,61999,355.3992614746094
1602313292.7118227,63999,419.97039794921875
1602313302.9309053,65999,495.45452880859375
1602313305.8321555,66999,435.6736755371094
1602313312.9931955,67999,385.02398681640625
1602313316.0559907,68999,361.3148498535156
1602313333.2016013,71999,347.87322998046875
1602313336.1060045,72999,396.0402526855469
1602313343.22594,73999,322.0346374511719
1602313346.5539021,74999,381.77984619140625
1602313357.6382074,76999,417.89312744140625
1602313376.9311678,79999,484.229248046875
1602313401.2869961,84999,356.4708251953125
1602313404.4707916,85999,450.9170227050781
1602313411.7649539,86999,428.704345703125
1602313414.655495,87999,408.9003601074219
1602313421.8478189,88999,352.9248046875
1602313424.7580962,89999,368.75494384765625
1602313454.0536418,94999,390.3396301269531
1602313499.4013128,102999,286.4375915527344
1602313512.8121963,105999,426.1650390625
1602313520.1358662,106999,329.3729248046875
1602313556.5572581,113999,403.9825134277344
1602313573.955822,116999,367.7782287597656
1602313584.3099442,118999,376.5540466308594
1602313587.310817,119999,371.52154541015625
1602313594.534524,120999,422.924560546875
1602313616.4997592,124999,402.0238037109375
1602313619.5839136,125999,400.97589111328125
1602313626.9800985,126999,393.89703369140625
1602313641.2251363,129999,317.4482727050781
1602313644.635543,130999,478.2439270019531
1602313663.2070997,133999,386.8920593261719
1602313685.1434476,137999,430.2168884277344
1602313695.828424,139999,477.02880859375
1602313707.6946795,141999,385.2117614746094
1602313711.0980346,142999,345.3250732421875
1602313719.0241613,143999,405.7940368652344
1602313721.9095342,144999,354.78240966796875
1602313741.8505816,148999,374.833740234375
1602313751.8303165,150999,375.1547546386719
1602313769.014388,153999,380.2860107421875
1602313772.3411195,154999,471.69647216796875
1602313779.7673745,155999,491.734130859375
1602313789.7973247,157999,438.8759460449219
1602313792.6999397,158999,515.19580078125
1602313799.7634895,159999,472.5293884277344
1602313812.7164917,162999,342.6319885253906
1602313822.7197049,164999,444.1747741699219
1602313829.85427,165999,387.0755615234375
1602313839.8201537,167999,474.6098327636719
1602313842.7257867,168999,403.0054016113281
1602313855.6888661,171999,438.1505432128906
1602313882.5912852,176999,562.7078857421875
1602313885.545765,177999,419.9586181640625
1602313892.569506,178999,847.3342895507812
1602313902.5533433,180999,892.5274658203125
1602313905.4410732,181999,893.0581665039062
1602313915.4042711,183999,895.1243286132812
1602313925.4475791,185999,813.7156982421875
1602313932.5372708,186999,921.387939453125
1602313935.434104,187999,822.10693359375
1602313942.5172884,188999,882.2818603515625
1602313952.445546,190999,871.0480346679688
1602313955.3037791,191999,917.1343383789062
1602313992.4670043,198999,896.1155395507812
1602314012.5035083,202999,882.5818481445312
1602314032.6130388,206999,672.524658203125
1602314035.841461,207999,833.9459838867188
1602314043.882153,208999,899.9840087890625
1602314065.7871504,212999,900.6774291992188
1602314079.545127,215999,528.951904296875
1602314093.06069,218999,929.202392578125
1602314100.5172765,219999,901.8506469726562
1602314113.842554,222999,918.7827758789062
1602314121.1661403,223999,899.01416015625
1602314131.5129552,225999,832.2533569335938
1602314134.5720727,226999,794.5842895507812
1602314141.9409213,227999,812.9960327148438
1602314152.2661877,229999,766.7749633789062
1602314155.307727,230999,749.70068359375
1602314165.6933208,232999,785.7622680664062
1602314172.965499,233999,883.7185668945312
1602314176.0773444,234999,875.6664428710938
1602314193.6486073,237999,819.2540283203125
1602314207.0299838,240999,716.3699951171875
1602314235.20524,245999,762.51416015625
1602314245.5319462,247999,783.6951293945312
1602314255.8494365,249999,804.451171875
1602314258.9508643,250999,847.79443359375
1602314282.8161798,255999,460.5969543457031
1602314301.5824215,258999,770.4590454101562
1602314304.5043356,259999,852.6656494140625
1602314311.6073627,260999,883.8604125976562
1602314314.576601,261999,761.870361328125
1602314324.5595353,263999,886.1123657226562
1602314344.5716453,267999,901.8523559570312
1602314354.5058663,269999,896.5664672851562
1602314365.1785085,271999,901.8994140625
1602314375.654414,273999,903.1280517578125
1602314407.4384649,278999,523.2852783203125
1602314419.158851,280999,525.1536865234375
1602314442.320774,284999,725.7523193359375
1602314469.249721,289999,926.3734130859375
1602314479.6632214,291999,609.7713623046875
1602314486.7318385,292999,474.79608154296875
1602314499.5220456,295999,932.603515625
1602314509.45011,297999,619.942626953125
1602314512.3248618,298999,910.982421875
1602314519.3319724,299999,402.1630859375
1602314529.3067641,301999,879.8225708007812
1602314532.180355,302999,899.2537231445312
1602314539.2326481,303999,937.5963745117188
1602314559.1835594,307999,854.786376953125
1602314562.1587877,308999,882.5686645507812
1602314572.8169394,310999,864.2787475585938
1602314590.8008282,313999,851.020751953125
1602314611.2200344,317999,901.3882446289062
1602314614.1270533,318999,897.2000122070312
1602314621.7072542,319999,882.5296020507812
