Wall time,Step,Value
1602186811.8733785,5999,20.273197174072266
1602186814.2039688,6999,27.001148223876953
1602186820.6126585,10999,21.877241134643555
1602186821.5215974,11999,25.699363708496094
1602186824.7558067,13999,25.093643188476562
1602186827.1327555,14999,26.180940628051758
1602186828.0202024,15999,26.715259552001953
1602186831.2839994,17999,18.586029052734375
1602186833.6042383,18999,21.65325927734375
1602186834.5011287,19999,13.989898681640625
1602186836.8570917,20999,32.967369079589844
1602186843.359919,24999,20.1857852935791
1602186857.2563212,33999,32.18612289428711
1602186859.5861018,34999,39.188072204589844
1602186862.7900198,36999,24.831340789794922
1602186866.930432,39999,39.52280044555664
1602186869.2624311,40999,36.22060775756836
1602186871.1551135,42999,35.01488494873047
1602186874.3715758,44999,34.18577575683594
1602186876.7303617,45999,30.918943405151367
1602186879.954857,47999,34.79233932495117
1602186883.2217784,49999,38.04433822631836
1602186884.1256037,50999,32.49187088012695
1602186889.7318568,53999,34.1188850402832
1602186890.636262,54999,33.37790298461914
1602186893.0182488,55999,38.46473693847656
1602186893.907991,56999,36.59115219116211
1602186896.2363794,57999,36.28589630126953
1602186900.3971345,60999,35.98440170288086
1602186902.7766643,61999,37.232242584228516
1602186906.0110838,63999,38.3259162902832
1602186909.2269607,65999,35.819847106933594
1602186910.1417968,66999,37.790977478027344
1602186912.4621158,67999,35.83856201171875
1602186913.363256,68999,38.39373016357422
1602186918.9926264,71999,36.06202697753906
1602186919.8927627,72999,31.345550537109375
1602186922.2679129,73999,36.520469665527344
1602186923.160866,74999,29.811721801757812
1602186926.4216077,76999,32.94355392456055
1602186932.1000414,79999,30.569602966308594
1602186939.4793158,84999,36.824493408203125
1602186940.355851,85999,36.64138412475586
1602186942.6626942,86999,37.224037170410156
1602186943.5543368,87999,36.884925842285156
1602186945.9042325,88999,36.65510940551758
1602186946.8632789,89999,39.50422668457031
1602186955.7786493,94999,37.91686248779297
1602186968.8635616,102999,36.46025848388672
1602186973.0094879,105999,37.412635803222656
1602186975.4108534,106999,38.22958755493164
1602186986.117792,113999,44.44182586669922
1602186991.657789,116999,38.09000778198242
1602186994.943243,118999,38.7041130065918
1602186995.8338897,119999,36.44544219970703
1602186998.220151,120999,36.50660705566406
1602187004.6574466,124999,35.90320587158203
1602187005.556617,125999,36.698097229003906
1602187007.9248877,126999,46.2962760925293
1602187012.088971,129999,45.36994934082031
1602187012.9856257,130999,40.668331146240234
1602187018.5171468,133999,36.73910903930664
1602187024.9643953,137999,35.027626037597656
1602187028.194032,139999,19.724172592163086
1602187031.4227786,141999,37.18094253540039
1602187032.3233163,142999,39.254600524902344
1602187034.660656,143999,37.16753387451172
1602187035.5617461,144999,37.66057586669922
1602187042.068716,148999,39.76007080078125
1602187045.3403752,150999,37.52801513671875
1602187050.898488,153999,35.59990310668945
